first_name,last_name,age,email,country,postal_code,favorite_color,frequency_of_visits,favorite_menu_item,employment_status,Gender,Is Male,Above 30,Below 30
Erv,Antonietti,70,eantoniettijc@1688.com,Russia,368418,green,3.8,McNuggets,Retired,Male,1,1,0
Godfree,Flores,28,gfloresjd@lycos.com,Brazil,62930-000,green,0.1,McNuggets,Student,Male,1,0,1
Kippar,Owtram,59,kowtramje@imdb.com,China,,red,4.7,Quarter Pounder,Retired,Male,1,1,0
Cesya,Chugg,81,cchuggjf@yahoo.com,Bosnia and Herzegovina,,red,1.3,Quarter Pounder,Retired,Female,0,1,0
Brianne,Tzarkov,31,btzarkovjg@google.com.au,Brazil,18200-000,green,4.3,McNuggets,Student,Female,0,1,0
Rick,Boddice,18,rboddicejh@webmd.com,Indonesia,,blue,5.2,Quarter Pounder,Retired,Male,1,0,1
Dodie,Petkov,54,dpetkovji@comsenz.com,Philippines,6525,green,6.7,Quarter Pounder,Retired,Female,0,1,0
Janith,Froment,31,jfromentjj@reference.com,France,75737 CEDEX 15,blue,0.9,McNuggets,Full-time,Female,0,1,0
Myranda,Thunnercliff,48,mthunnercliffjk@360.cn,Laos,,green,1.2,Big Mac,Full-time,Female,0,1,0
Leonanie,Chiverstone,79,lchiverstonejl@xrea.com,China,,blue,1.0,McNuggets,Retired,Female,0,1,0
Ethelbert,Bunston,78,ebunstonjm@loc.gov,China,,red,0.2,Quarter Pounder,Part-time,Male,1,1,0
Isaak,Caldayrou,35,icaldayroujn@apache.org,Indonesia,,green,1.9,McNuggets,Full-time,Male,1,1,0
Kahaleel,Chiene,20,kchienejo@bloglovin.com,Argentina,2421,green,3.9,Big Mac,Part-time,Male,1,0,1
Wolfy,MacTimpany,82,wmactimpanyjp@mayoclinic.com,Indonesia,,blue,0.4,McNuggets,Retired,Male,1,1,0
Torr,Jarrett,23,tjarrettjq@economist.com,China,,green,4.3,McNuggets,Student,Male,1,0,1
Hilly,D'Ambrosio,39,hdambrosiojr@surveymonkey.com,China,,red,3.1,Big Mac,Part-time,Male,1,1,0
Anthia,Feltham,50,afelthamjs@spotify.com,United States,36205,blue,1.8,Big Mac,Student,Female,0,1,0
Allina,Macer,46,amacerjt@cdbaby.com,Madagascar,,red,3.0,McNuggets,Student,Female,0,1,0
Farleigh,Heaviside,49,fheavisideju@google.com,Portugal,4650-071,green,6.2,Quarter Pounder,Retired,Male,1,1,0
Allister,Waddup,66,awaddupjv@rediff.com,Portugal,2125-106,red,6.4,Big Mac,Part-time,Male,1,1,0
Orion,Ram,40,oramjw@nyu.edu,Norway,0506,green,2.4,McNuggets,Part-time,Male,1,1,0
Kiel,Nund,30,knundjx@scientificamerican.com,Poland,43-254,green,4.7,Big Mac,Retired,Male,1,1,1
Rodi,Acres,67,racresjy@discovery.com,Portugal,4950-416,green,0.6,Big Mac,Student,Female,0,1,0
Bernadette,Tutchings,34,btutchingsjz@msn.com,China,,blue,6.8,McNuggets,Full-time,Female,0,1,0
Horatio,Sheldon,58,hsheldonk0@icio.us,Czech Republic,788 05,red,6.7,Quarter Pounder,Retired,Male,1,1,0
Antons,Luigi,70,aluigik1@nytimes.com,Peru,,red,3.6,Big Mac,Part-time,Male,1,1,0
Cheryl,Heam,85,cheamk2@marketwatch.com,Sweden,700 09,blue,4.3,Big Mac,Student,Female,0,1,0
Meier,Rodwell,49,mrodwellk3@plala.or.jp,Finland,14240,green,1.7,Big Mac,Part-time,Male,1,1,0
Thea,Bauser,80,tbauserk4@si.edu,Malaysia,93520,blue,4.8,Quarter Pounder,Full-time,Female,0,1,0
Jo ann,Drane,60,jdranek5@g.co,France,92404 CEDEX,green,3.6,Big Mac,Full-time,Female,0,1,0
Melba,Cowwell,30,mcowwellk6@ameblo.jp,United States,75799,green,1.1,Quarter Pounder,Part-time,Female,0,1,1
Ronnica,Degoy,31,rdegoyk7@phpbb.com,Czech Republic,542 01,red,5.1,Big Mac,Student,Female,0,1,0
Farlie,Dorney,83,fdorneyk8@cbslocal.com,Bolivia,,red,4.9,Quarter Pounder,Retired,Male,1,1,0
Catrina,Stood,76,cstoodk9@1und1.de,China,,green,6.0,Big Mac,Part-time,Female,0,1,0
Dominic,Puvia,31,dpuviaka@vk.com,Russia,142717,blue,6.5,Quarter Pounder,Student,Male,1,1,0
Frieda,Jozsa,22,fjozsakb@opera.com,Canada,V8J,red,6.5,Big Mac,Full-time,Female,0,0,1
Geno,Baines,45,gbaineskc@techcrunch.com,Cuba,,green,5.0,McNuggets,Student,Male,1,1,0
Krystle,Tugwell,69,ktugwellkd@twitter.com,Indonesia,,blue,6.1,Quarter Pounder,Retired,Female,0,1,0
Malory,Beecroft,20,mbeecroftke@gnu.org,Indonesia,,green,1.0,Quarter Pounder,Retired,Female,0,0,1
Lexie,Vynoll,51,lvynollkf@flickr.com,Namibia,,blue,4.6,McNuggets,Student,Female,0,1,0
Adlai,Whyman,53,awhymankg@digg.com,Kosovo,,green,0.3,Big Mac,Full-time,Male,1,1,0
Enrique,Gambie,81,egambiekh@vkontakte.ru,Zambia,,green,0.6,Quarter Pounder,Full-time,Male,1,1,0
Aland,Boldt,75,aboldtki@ox.ac.uk,Malaysia,50490,red,2.1,Big Mac,Retired,Male,1,1,0
Sarette,Wilkinson,21,swilkinsonkj@twitter.com,Egypt,,green,0.5,Quarter Pounder,Retired,Female,0,0,1
Tomkin,Forgie,36,tforgiekk@about.com,Albania,,green,3.0,Big Mac,Retired,Male,1,1,0
Dov,Kneale,19,dknealekl@vistaprint.com,Russia,363621,green,2.3,McNuggets,Full-time,Male,1,0,1
Georgeta,Blackhall,43,gblackhallkm@wiley.com,Belize,,red,0.5,Big Mac,Retired,Female,0,1,0
Kahlil,Hollingsby,45,khollingsbykn@nymag.com,Spain,02070,green,4.5,Quarter Pounder,Retired,Male,1,1,0
Stafani,Jiricka,85,sjirickako@china.com.cn,Costa Rica,21001,green,5.1,Big Mac,Full-time,Female,0,1,0
Robinia,Shory,28,rshorykp@amazonaws.com,China,,green,5.0,Big Mac,Retired,Female,0,0,1
Lorie,Kurten,40,lkurtenkq@people.com.cn,Philippines,1105,green,0.1,Quarter Pounder,Part-time,Female,0,1,0
Karlens,Pascho,50,kpaschokr@bigcartel.com,Russia,652878,red,6.4,Big Mac,Part-time,Male,1,1,0
Rafaelita,Defond,22,rdefondks@mayoclinic.com,Sweden,934 91,red,4.4,Big Mac,Student,Female,0,0,1
Amandie,Winslet,44,awinsletkt@histats.com,Slovenia,5210,blue,4.0,Quarter Pounder,Full-time,Female,0,1,0
Corty,Nineham,50,cninehamku@oakley.com,Russia,655672,green,2.2,McNuggets,Full-time,Male,1,1,0
Phineas,Lickess,81,plickesskv@sciencedirect.com,Germany,40489,green,3.4,Big Mac,Retired,Male,1,1,0
Robina,Strattan,55,rstrattankw@slate.com,Philippines,9417,green,0.3,Big Mac,Student,Female,0,1,0
My,Frean,82,mfreankx@opensource.org,Portugal,3640-213,blue,3.5,McNuggets,Full-time,Male,1,1,0
Jacky,Welling,43,jwellingky@globo.com,China,,blue,0.0,Quarter Pounder,Retired,Female,0,1,0
Judith,Jenny,78,jjennykz@blinklist.com,Czech Republic,742 73,green,2.9,Quarter Pounder,Student,Female,0,1,0
Teddie,Cesco,45,tcescol0@w3.org,Indonesia,,red,6.6,Quarter Pounder,Student,Female,0,1,0
Candy,Alfonsetto,21,calfonsettol1@bbb.org,China,,red,2.3,Big Mac,Part-time,Female,0,0,1
Bond,Ghidini,33,bghidinil2@omniture.com,Greece,,green,2.5,Quarter Pounder,Retired,Male,1,1,0
Consalve,Dumbrill,53,cdumbrilll3@house.gov,Bulgaria,2477,blue,4.2,Big Mac,Full-time,Male,1,1,0
Sherrie,Seven,36,ssevenl4@spotify.com,China,,red,5.0,Quarter Pounder,Student,Female,0,1,0
Belva,Kelwick,26,bkelwickl5@psu.edu,China,,red,4.3,Big Mac,Student,Female,0,0,1
Cornall,De Blasio,48,cdeblasiol6@bbc.co.uk,Peru,,green,0.8,McNuggets,Retired,Male,1,1,0
Mattheus,Billanie,50,mbillaniel7@sun.com,South Korea,,green,3.6,Quarter Pounder,Student,Male,1,1,0
Obie,Phinnessy,64,ophinnessyl8@washington.edu,Poland,01-517,red,3.0,McNuggets,Retired,Male,1,1,0
Sutherlan,Rippen,44,srippenl9@sohu.com,France,62010 CEDEX,red,5.6,McNuggets,Student,Male,1,1,0
Leeland,Hanford,19,lhanfordla@nasa.gov,Poland,98-430,green,1.2,Big Mac,Student,Male,1,0,1
Adey,Triner,62,atrinerlb@hao123.com,Philippines,3814,green,1.9,Quarter Pounder,Retired,Female,0,1,0
Maryann,Gredden,59,mgreddenlc@xinhuanet.com,Brazil,65350-000,blue,6.4,McNuggets,Student,Female,0,1,0
Darius,Extal,84,dextalld@va.gov,Indonesia,,green,2.5,Big Mac,Full-time,Male,1,1,0
Berne,Caberas,49,bcaberasle@tiny.cc,Russia,301070,green,5.2,Big Mac,Retired,Male,1,1,0
Beau,McAteer,75,bmcateerlf@fema.gov,Madagascar,,red,6.5,Big Mac,Retired,Male,1,1,0
Wait,Slafford,69,wslaffordlg@wikia.com,Japan,789-0250,green,5.4,McNuggets,Student,Male,1,1,0
Blondie,Karet,68,bkaretlh@alibaba.com,Poland,89-620,blue,3.9,McNuggets,Full-time,Female,0,1,0
Cassaundra,Goodbur,65,cgoodburli@yahoo.co.jp,Philippines,2621,blue,6.5,Big Mac,Student,Female,0,1,0
Una,Grigoire,28,ugrigoirelj@tripod.com,Peru,,red,1.3,Quarter Pounder,Full-time,Female,0,0,1
Errol,Maps,74,emapslk@accuweather.com,China,,red,3.9,Big Mac,Retired,Male,1,1,0
Laird,Van Daalen,22,lvandaalenll@cyberchimps.com,Argentina,4514,red,3.1,Quarter Pounder,Full-time,Male,1,0,1
Devy,Lisciandri,81,dlisciandrilm@unc.edu,Colombia,764008,blue,2.4,Quarter Pounder,Retired,Male,1,1,0
Daron,Maudlin,85,dmaudlinln@buzzfeed.com,United States,32868,blue,4.2,Big Mac,Part-time,Male,1,1,0
Jamima,Stuchburie,47,jstuchburielo@youku.com,Thailand,66140,blue,3.7,Quarter Pounder,Retired,Female,0,1,0
Ulrick,Kleinhausen,57,ukleinhausenlp@gmpg.org,Portugal,3045-356,green,2.4,Quarter Pounder,Full-time,Male,1,1,0
Bobette,Simmonds,36,bsimmondslq@dailymotion.com,Estonia,,blue,4.1,Quarter Pounder,Full-time,Female,0,1,0
Saleem,Worts,47,swortslr@chronoengine.com,Kazakhstan,,green,0.6,Big Mac,Student,Male,1,1,0
Cammie,Pavlik,83,cpavlikls@webnode.com,Brazil,57300-000,blue,6.3,Quarter Pounder,Full-time,Female,0,1,0
Somerset,Mertsching,29,smertschinglt@instagram.com,Argentina,6387,blue,4.2,McNuggets,Student,Male,1,0,1
Herve,Pomfret,64,hpomfretlu@wsj.com,Dominican Republic,11005,red,2.2,Quarter Pounder,Part-time,Male,1,1,0
Libbie,Kilfeather,23,lkilfeatherlv@prlog.org,Philippines,3605,blue,0.0,Big Mac,Student,Female,0,0,1
Curr,Wroth,36,cwrothlw@reuters.com,China,,blue,1.0,McNuggets,Student,Male,1,1,0
Cal,Chansonnau,35,cchansonnaulx@indiegogo.com,Indonesia,,green,1.9,Big Mac,Full-time,Male,1,1,0
Wenda,Clementel,23,wclementelly@networkadvertising.org,Thailand,43180,green,1.5,Quarter Pounder,Student,Female,0,0,1
Bride,Eccleshall,40,beccleshalllz@technorati.com,Poland,34-383,green,2.0,Big Mac,Full-time,Female,0,1,0
Shelia,Menghi,52,smenghim0@ucoz.com,China,,green,5.1,Quarter Pounder,Retired,Female,0,1,0
Sisile,Cliff,56,scliffm1@foxnews.com,Indonesia,,blue,3.5,Quarter Pounder,Part-time,Female,0,1,0
Natalya,Rove,63,nrovem2@diigo.com,China,,red,2.8,McNuggets,Part-time,Female,0,1,0
Anna,Peaseman,59,apeasemanm3@ning.com,Sweden,151 44,green,3.0,McNuggets,Full-time,Female,0,1,0
Markos,Flucks,71,mflucksm4@drupal.org,Indonesia,,red,2.9,McNuggets,Part-time,Male,1,1,0
Bobinette,Binnes,40,bbinnesm5@mapy.cz,Sweden,126 41,blue,7.0,Big Mac,Retired,Female,0,1,0
Wolf,Olivia,20,woliviam6@goo.gl,Poland,05-094,red,5.7,McNuggets,Retired,Male,1,0,1
Daloris,Maberley,61,dmaberleym7@umn.edu,China,,blue,2.9,Big Mac,Student,Female,0,1,0
Hilliary,Badder,63,hbadderm8@icio.us,China,,blue,2.8,McNuggets,Full-time,Female,0,1,0
Carolus,Massimi,53,cmassimim9@prlog.org,Indonesia,,blue,4.0,Big Mac,Student,Male,1,1,0
Gregg,Frier,73,gfrierma@wix.com,Panama,,red,0.4,McNuggets,Retired,Male,1,1,0
Bette-ann,Glasscott,76,bglasscottmb@tinypic.com,Brazil,39330-000,green,4.1,McNuggets,Student,Female,0,1,0
Bonnie,McDougle,20,bmcdouglemc@ox.ac.uk,Greece,,green,7.0,Big Mac,Full-time,Female,0,0,1
Galen,Wraighte,75,gwraightemd@multiply.com,Macedonia,2400,blue,5.2,McNuggets,Student,Male,1,1,0
Peyter,Fosbraey,45,pfosbraeyme@printfriendly.com,Chile,,red,3.5,Quarter Pounder,Student,Male,1,1,0
Mandie,Owen,19,mowenmf@springer.com,Madagascar,,green,4.1,Big Mac,Part-time,Female,0,0,1
Blakeley,Colliard,18,bcolliardmg@walmart.com,China,,blue,4.6,Quarter Pounder,Retired,Female,0,0,1
Ephraim,Androli,77,eandrolimh@cbsnews.com,China,,green,4.9,Quarter Pounder,Retired,Male,1,1,0
Fredi,Worwood,65,fworwoodmi@cmu.edu,Argentina,2200,green,4.4,McNuggets,Retired,Female,0,1,0
Nerita,Winstone,32,nwinstonemj@gov.uk,China,,green,4.0,Quarter Pounder,Retired,Female,0,1,0
Tate,Hawtry,51,thawtrymk@domainmarket.com,Greece,,red,2.3,Big Mac,Retired,Male,1,1,0
Marlon,Aguirrezabala,74,maguirrezabalaml@blogs.com,France,01154 CEDEX,blue,1.5,Quarter Pounder,Retired,Male,1,1,0
Aurthur,Alekhov,23,aalekhovmm@newyorker.com,Greece,,blue,3.8,Quarter Pounder,Full-time,Male,1,0,1
Miriam,Fleckness,56,mflecknessmn@java.com,Indonesia,,red,4.0,Quarter Pounder,Full-time,Female,0,1,0
Freddi,Filipovic,42,ffilipovicmo@slashdot.org,Sweden,651 01,green,4.2,Quarter Pounder,Student,Female,0,1,0
Mufi,Trewin,68,mtrewinmp@sitemeter.com,Egypt,,green,4.3,Big Mac,Part-time,Female,0,1,0
Ddene,Jopling,63,djoplingmq@theguardian.com,Philippines,2417,blue,4.9,Big Mac,Part-time,Female,0,1,0
Nelli,Henrion,44,nhenrionmr@msn.com,Indonesia,,red,6.0,Quarter Pounder,Student,Female,0,1,0
Any,Goozee,28,agoozeems@yandex.ru,Indonesia,,blue,4.3,Quarter Pounder,Full-time,Male,1,0,1
Augustine,Opie,51,aopiemt@utexas.edu,Luxembourg,L-8453,blue,5.3,McNuggets,Part-time,Female,0,1,0
Marabel,Matitiaho,39,mmatitiahomu@mail.ru,Russia,403003,red,6.3,Big Mac,Full-time,Female,0,1,0
Joane,Onians,24,joniansmv@soup.io,Russia,659702,blue,2.1,McNuggets,Part-time,Female,0,0,1
Stevena,Pattison,75,spattisonmw@admin.ch,China,,red,2.1,Quarter Pounder,Part-time,Female,0,1,0
Fabian,Johnsson,40,fjohnssonmx@google.it,Sweden,267 35,red,1.6,Quarter Pounder,Retired,Male,1,1,0
Mata,Fassmann,42,mfassmannmy@sbwire.com,East Timor,,blue,1.6,Quarter Pounder,Student,Male,1,1,0
Stinky,Tring,75,stringmz@adobe.com,Czech Republic,742 65,red,6.8,Quarter Pounder,Full-time,Male,1,1,0
Germain,MacNess,69,gmacnessn0@fda.gov,China,,blue,4.0,Quarter Pounder,Student,Male,1,1,0
Joelie,Romain,61,jromainn1@blogtalkradio.com,Mali,,red,1.9,Quarter Pounder,Full-time,Female,0,1,0
Jacqueline,Bremner,81,jbremnern2@salon.com,Indonesia,,blue,1.8,Quarter Pounder,Full-time,Female,0,1,0
Dianna,Garrad,67,dgarradn3@merriam-webster.com,China,,blue,5.3,McNuggets,Student,Female,0,1,0
Der,Laxson,49,dlaxsonn4@etsy.com,China,,green,2.6,McNuggets,Student,Male,1,1,0
Nikolas,Olivetta,19,nolivettan5@booking.com,Central African Republic,,green,2.1,McNuggets,Retired,Male,1,0,1
Ami,Lilliman,76,alillimann6@google.it,China,,green,0.5,Big Mac,Retired,Female,0,1,0
Chrisse,MacAree,57,cmacareen7@about.me,Indonesia,,green,4.6,McNuggets,Part-time,Male,1,1,0
Raphael,Girodias,62,rgirodiasn8@java.com,Japan,981-4121,red,3.5,Big Mac,Part-time,Male,1,1,0
Eudora,Rodgers,41,erodgersn9@nydailynews.com,Poland,78-314,red,5.3,Quarter Pounder,Part-time,Female,0,1,0
Leeann,Muldowney,82,lmuldowneyna@example.com,Netherlands,2604,green,1.1,McNuggets,Part-time,Female,0,1,0
Arel,Gooden,82,agoodennb@omniture.com,France,33070 CEDEX,green,3.0,Quarter Pounder,Student,Male,1,1,0
Ardys,Gimblett,53,agimblettnc@tinypic.com,China,,red,5.4,Quarter Pounder,Student,Female,0,1,0
Alyce,Flowerdew,18,aflowerdewnd@umich.edu,Philippines,5040,red,1.5,Quarter Pounder,Full-time,Female,0,0,1
Lani,Comerford,35,lcomerfordne@intel.com,Russia,171275,red,1.6,Quarter Pounder,Retired,Female,0,1,0
Ansell,Loomes,81,aloomesnf@rakuten.co.jp,China,,blue,1.7,Big Mac,Student,Male,1,1,0
Jojo,Switzer,41,jswitzerng@angelfire.com,China,,red,3.8,McNuggets,Student,Female,0,1,0
Fairlie,Shoemark,37,fshoemarknh@cnet.com,Sudan,,green,2.6,Big Mac,Full-time,Male,1,1,0
Simonne,Deathridge,73,sdeathridgeni@webeden.co.uk,China,,green,3.7,Big Mac,Student,Female,0,1,0
Arin,Bembrick,80,abembricknj@sphinn.com,Indonesia,,red,3.7,McNuggets,Retired,Male,1,1,0
Stefa,Gribbell,37,sgribbellnk@printfriendly.com,Canada,J6W,blue,4.7,Big Mac,Part-time,Female,0,1,0
Martino,Lewis,63,mlewisnl@thetimes.co.uk,France,21604 CEDEX,blue,1.4,McNuggets,Student,Male,1,1,0
Jaye,O'Lennachain,30,jolennachainnm@chron.com,Indonesia,,blue,5.2,Quarter Pounder,Student,Male,1,1,1
Leighton,McVeighty,70,lmcveightynn@uiuc.edu,Germany,22179,green,6.2,McNuggets,Retired,Male,1,1,0
Othilie,Ealles,67,oeallesno@state.gov,France,17209 CEDEX,blue,5.1,Big Mac,Student,Female,0,1,0
Aeriel,Barenskie,25,abarenskienp@japanpost.jp,China,,blue,5.1,Quarter Pounder,Student,Female,0,0,1
Erastus,Summerside,49,esummersidenq@alexa.com,Honduras,,blue,4.6,McNuggets,Full-time,Male,1,1,0
Alfy,Barfoot,62,abarfootnr@forbes.com,Philippines,3501,red,2.7,McNuggets,Part-time,Male,1,1,0
Libby,Venning,62,lvenningns@epa.gov,China,,blue,4.5,Big Mac,Part-time,Female,0,1,0
Sarah,Pettersen,18,spettersennt@soup.io,Indonesia,,green,5.8,Quarter Pounder,Student,Female,0,0,1
Faith,Trimble,66,ftrimblenu@cnn.com,Indonesia,,red,5.8,Quarter Pounder,Student,Female,0,1,0
Ermentrude,Van Arsdall,48,evanarsdallnv@google.com.br,Colombia,231008,red,3.2,Quarter Pounder,Part-time,Female,0,1,0
Johnathon,Bathowe,41,jbathowenw@blogtalkradio.com,Cameroon,,red,1.5,Quarter Pounder,Part-time,Male,1,1,0
Uriel,Walkden,66,uwalkdennx@va.gov,Tunisia,,red,3.2,Big Mac,Retired,Male,1,1,0
Cal,Mulqueen,27,cmulqueenny@godaddy.com,Ecuador,,blue,2.9,Big Mac,Part-time,Male,1,0,1
Shelden,Davidovich,43,sdavidovichnz@noaa.gov,Afghanistan,,blue,2.2,Quarter Pounder,Retired,Male,1,1,0
Mable,Hubbis,67,mhubbiso0@whitehouse.gov,Indonesia,,green,0.7,Quarter Pounder,Student,Female,0,1,0
Angela,McKague,20,amckagueo1@japanpost.jp,China,,blue,6.9,Big Mac,Part-time,Female,0,0,1
Meier,Kernocke,42,mkernockeo2@flickr.com,Indonesia,,green,2.7,Quarter Pounder,Student,Male,1,1,0
Elwin,St. Hill,41,esthillo3@slashdot.org,Egypt,,green,0.4,Quarter Pounder,Part-time,Male,1,1,0
Merry,Glanders,35,mglanderso4@pen.io,Belarus,,green,3.5,Big Mac,Full-time,Female,0,1,0
Krissy,Abbatucci,22,kabbatuccio5@pcworld.com,Thailand,64180,blue,5.2,McNuggets,Part-time,Female,0,0,1
Fitz,Perrett,68,fperretto6@google.com.au,France,79104 CEDEX,blue,5.8,Quarter Pounder,Full-time,Male,1,1,0
Edmon,Hanhart,77,ehanharto7@princeton.edu,Colombia,230029,red,6.0,Quarter Pounder,Retired,Male,1,1,0
Gabie,McFadzean,64,gmcfadzeano8@redcross.org,Indonesia,,blue,3.8,Quarter Pounder,Student,Female,0,1,0
Bernadene,Guymer,28,bguymero9@cnbc.com,Czech Republic,468 22,blue,2.0,Big Mac,Retired,Female,0,0,1
Tessi,Fryer,39,tfryeroa@hibu.com,China,,green,1.1,Quarter Pounder,Retired,Female,0,1,0
Pincus,Norgate,83,pnorgateob@unc.edu,Poland,34-116,green,3.9,Big Mac,Student,Male,1,1,0
Dillie,Zammett,84,dzammettoc@yellowbook.com,Chile,,blue,4.1,Big Mac,Part-time,Male,1,1,0
Trula,Antic,85,tanticod@dot.gov,Honduras,,green,5.6,Big Mac,Full-time,Female,0,1,0
Montgomery,Kleanthous,81,mkleanthousoe@phpbb.com,Panama,,green,4.2,Big Mac,Student,Male,1,1,0
Katha,Olivetti,23,kolivettiof@wikia.com,Malaysia,80902,green,0.0,Quarter Pounder,Part-time,Female,0,0,1
Sephira,Meere,74,smeereog@technorati.com,Portugal,4835-541,red,2.8,Quarter Pounder,Student,Female,0,1,0
Meriel,Secombe,77,msecombeoh@epa.gov,Nigeria,,blue,6.8,Big Mac,Retired,Female,0,1,0
Radcliffe,Kilpatrick,53,rkilpatrickoi@oracle.com,Indonesia,,red,0.3,Quarter Pounder,Part-time,Male,1,1,0
Julie,Amaya,79,jamayaoj@multiply.com,China,,green,7.0,Big Mac,Part-time,Female,0,1,0
Vachel,Brennenstuhl,34,vbrennenstuhlok@netvibes.com,Burkina Faso,,blue,6.1,Quarter Pounder,Retired,Male,1,1,0
Haven,Falcus,43,hfalcusol@cornell.edu,Argentina,5941,red,4.2,Quarter Pounder,Part-time,Male,1,1,0
Lishe,Weedon,73,lweedonom@stumbleupon.com,Czech Republic,763 02,red,4.7,Quarter Pounder,Student,Female,0,1,0
Norri,Skitral,44,nskitralon@bbb.org,Indonesia,,green,0.6,McNuggets,Full-time,Female,0,1,0
Leeanne,Jerke,67,ljerkeoo@ucla.edu,Indonesia,,green,3.6,McNuggets,Retired,Female,0,1,0
Nessi,Pinkett,25,npinkettop@mtv.com,China,,blue,6.4,Big Mac,Student,Female,0,0,1
Rory,Early,81,rearlyoq@51.la,Israel,,red,5.6,Big Mac,Retired,Male,1,1,0
Loreen,Capner,36,lcapneror@vinaora.com,Zimbabwe,,red,6.5,Big Mac,Full-time,Female,0,1,0
Ricard,Rollinshaw,74,rrollinshawos@typepad.com,China,,blue,3.0,Big Mac,Full-time,Male,1,1,0
Faydra,Oliver-Paull,31,foliverpaullot@myspace.com,China,,red,1.6,Quarter Pounder,Retired,Female,0,1,0
Britta,Pickervance,70,bpickervanceou@hud.gov,France,34940 CEDEX 9,red,5.7,Quarter Pounder,Student,Female,0,1,0
Buck,Wife,52,bwifeov@biblegateway.com,France,69624 CEDEX,green,0.5,McNuggets,Full-time,Male,1,1,0
Anni,Howling,77,ahowlingow@taobao.com,Albania,,green,0.6,McNuggets,Part-time,Female,0,1,0
Karil,Laydel,59,klaydelox@redcross.org,China,,red,1.9,Quarter Pounder,Student,Female,0,1,0
Mable,Clague,20,mclagueoy@123-reg.co.uk,Philippines,6817,red,6.7,Quarter Pounder,Part-time,Female,0,0,1
Dorine,Lundy,79,dlundyoz@blogspot.com,China,,blue,6.6,McNuggets,Full-time,Female,0,1,0
Ronnie,Meiklejohn,75,rmeiklejohnp0@smugmug.com,Greece,,green,0.7,McNuggets,Retired,Male,1,1,0
Alexei,Gallaway,33,agallawayp1@livejournal.com,Mexico,45147,green,0.3,McNuggets,Full-time,Male,1,1,0
Shawn,Feldhammer,61,sfeldhammerp2@examiner.com,Yemen,,green,0.7,Quarter Pounder,Full-time,Male,1,1,0
Florri,Eckels,38,feckelsp3@google.co.jp,Russia,461949,blue,3.8,Big Mac,Student,Female,0,1,0
Ailis,Ogan,37,aoganp4@unblog.fr,Indonesia,,red,2.1,McNuggets,Full-time,Female,0,1,0
Daron,Salle,42,dsallep5@dion.ne.jp,New Caledonia,98839,red,3.4,McNuggets,Retired,Female,0,1,0
Tanney,Drinnan,45,tdrinnanp6@photobucket.com,Portugal,2120-185,green,1.7,Quarter Pounder,Part-time,Male,1,1,0
Babbie,Cory,23,bcoryp7@facebook.com,Latvia,,green,6.1,McNuggets,Retired,Female,0,0,1
Deidre,Rupert,67,drupertp8@hud.gov,Kazakhstan,,red,1.0,Quarter Pounder,Full-time,Female,0,1,0
Enid,Abbay,39,eabbayp9@accuweather.com,China,,blue,2.9,Big Mac,Part-time,Female,0,1,0
Dru,Roj,34,drojpa@flavors.me,Philippines,9800,green,4.7,Big Mac,Part-time,Male,1,1,0
Rickie,Capitano,82,rcapitanopb@hud.gov,Nigeria,,red,3.0,Big Mac,Student,Female,0,1,0
Leigh,Grimbaldeston,84,lgrimbaldestonpc@trellian.com,Russia,453550,blue,1.7,McNuggets,Retired,Male,1,1,0
Felicle,de Chastelain,75,fdechastelainpd@cisco.com,Spain,37005,green,2.4,McNuggets,Student,Female,0,1,0
Lorilyn,Farnsworth,76,lfarnsworthpe@admin.ch,Philippines,4311,blue,4.0,Quarter Pounder,Full-time,Female,0,1,0
Mab,Ellaway,40,mellawaypf@slashdot.org,China,,red,2.5,Big Mac,Part-time,Female,0,1,0
Yule,Buckberry,55,ybuckberrypg@chicagotribune.com,Vietnam,,red,3.4,Big Mac,Part-time,Male,1,1,0
Lea,Epsly,54,lepslyph@twitter.com,Sweden,792 27,green,2.9,McNuggets,Part-time,Female,0,1,0
Danell,Poleye,58,dpoleyepi@wufoo.com,Tanzania,,red,1.0,Big Mac,Retired,Female,0,1,0
Guglielmo,MacRinn,36,gmacrinnpj@nyu.edu,Cameroon,,green,6.5,Big Mac,Retired,Male,1,1,0
Kelwin,Argente,44,kargentepk@house.gov,Philippines,3711,green,6.5,Big Mac,Student,Male,1,1,0
Flinn,Gerardi,21,fgerardipl@rediff.com,China,,blue,2.6,Quarter Pounder,Student,Male,1,0,1
Chaunce,Pettisall,26,cpettisallpm@cdc.gov,Indonesia,,blue,2.0,McNuggets,Part-time,Male,1,0,1
Oren,Winwright,51,owinwrightpn@blogger.com,Croatia,44320,green,1.7,Quarter Pounder,Part-time,Male,1,1,0
Ade,Dumbelton,60,adumbeltonpo@tinypic.com,Micronesia,,blue,3.3,Quarter Pounder,Student,Male,1,1,0
Alexina,Curnok,63,acurnokpp@smugmug.com,Czech Republic,391 33,red,5.8,Quarter Pounder,Full-time,Female,0,1,0
Jerrold,Bretherton,51,jbrethertonpq@free.fr,Philippines,5307,red,4.2,Big Mac,Part-time,Male,1,1,0
Bertie,Creedland,72,bcreedlandpr@myspace.com,Afghanistan,,blue,5.7,Quarter Pounder,Full-time,Female,0,1,0
