first_name,last_name,age,email,country,postal_code,favorite_color,frequency_of_visits,favorite_menu_item,employment_status,Gender
Cassaundra,Goodbur,65,cgoodburli@yahoo.co.jp,Philippines,2621,blue,6.5,Big Mac,Student,Female
Una,Grigoire,28,ugrigoirelj@tripod.com,Peru,,red,1.3,Quarter Pounder,Full-time,Female
Errol,Maps,74,emapslk@accuweather.com,China,,red,3.9,Big Mac,Retired,Male
Laird,Van Daalen,22,lvandaalenll@cyberchimps.com,Argentina,4514,red,3.1,Quarter Pounder,Full-time,Male
Devy,Lisciandri,81,dlisciandrilm@unc.edu,Colombia,764008,blue,2.4,Quarter Pounder,Retired,Male
Daron,Maudlin,85,dmaudlinln@buzzfeed.com,United States,32868,blue,4.2,Big Mac,Part-time,Male
Jamima,Stuchburie,47,jstuchburielo@youku.com,Thailand,66140,blue,3.7,Quarter Pounder,Retired,Female
Ulrick,Kleinhausen,57,ukleinhausenlp@gmpg.org,Portugal,3045-356,green,2.4,Quarter Pounder,Full-time,Male
Bobette,Simmonds,36,bsimmondslq@dailymotion.com,Estonia,,blue,4.1,Quarter Pounder,Full-time,Female
Saleem,Worts,47,swortslr@chronoengine.com,Kazakhstan,,green,0.6,Big Mac,Student,Male
Cammie,Pavlik,83,cpavlikls@webnode.com,Brazil,57300-000,blue,6.3,Quarter Pounder,Full-time,Female
Somerset,Mertsching,29,smertschinglt@instagram.com,Argentina,6387,blue,4.2,McNuggets,Student,Male
Herve,Pomfret,64,hpomfretlu@wsj.com,Dominican Republic,11005,red,2.2,Quarter Pounder,Part-time,Male
Libbie,Kilfeather,23,lkilfeatherlv@prlog.org,Philippines,3605,blue,0.0,Big Mac,Student,Female
Curr,Wroth,36,cwrothlw@reuters.com,China,,blue,1.0,McNuggets,Student,Male
Cal,Chansonnau,35,cchansonnaulx@indiegogo.com,Indonesia,,green,1.9,Big Mac,Full-time,Male
Wenda,Clementel,23,wclementelly@networkadvertising.org,Thailand,43180,green,1.5,Quarter Pounder,Student,Female
Bride,Eccleshall,40,beccleshalllz@technorati.com,Poland,34-383,green,2.0,Big Mac,Full-time,Female
Shelia,Menghi,52,smenghim0@ucoz.com,China,,green,5.1,Quarter Pounder,Retired,Female
Sisile,Cliff,56,scliffm1@foxnews.com,Indonesia,,blue,3.5,Quarter Pounder,Part-time,Female
Natalya,Rove,63,nrovem2@diigo.com,China,,red,2.8,McNuggets,Part-time,Female
Anna,Peaseman,59,apeasemanm3@ning.com,Sweden,151 44,green,3.0,McNuggets,Full-time,Female
Markos,Flucks,71,mflucksm4@drupal.org,Indonesia,,red,2.9,McNuggets,Part-time,Male
Bobinette,Binnes,40,bbinnesm5@mapy.cz,Sweden,126 41,blue,7.0,Big Mac,Retired,Female
Wolf,Olivia,20,woliviam6@goo.gl,Poland,05-094,red,5.7,McNuggets,Retired,Male
Daloris,Maberley,61,dmaberleym7@umn.edu,China,,blue,2.9,Big Mac,Student,Female
Hilliary,Badder,63,hbadderm8@icio.us,China,,blue,2.8,McNuggets,Full-time,Female
Carolus,Massimi,53,cmassimim9@prlog.org,Indonesia,,blue,4.0,Big Mac,Student,Male
Gregg,Frier,73,gfrierma@wix.com,Panama,,red,0.4,McNuggets,Retired,Male
Bette-ann,Glasscott,76,bglasscottmb@tinypic.com,Brazil,39330-000,green,4.1,McNuggets,Student,Female
Bonnie,McDougle,20,bmcdouglemc@ox.ac.uk,Greece,,green,7.0,Big Mac,Full-time,Female
Galen,Wraighte,75,gwraightemd@multiply.com,Macedonia,2400,blue,5.2,McNuggets,Student,Male
Peyter,Fosbraey,45,pfosbraeyme@printfriendly.com,Chile,,red,3.5,Quarter Pounder,Student,Male
Mandie,Owen,19,mowenmf@springer.com,Madagascar,,green,4.1,Big Mac,Part-time,Female
Blakeley,Colliard,18,bcolliardmg@walmart.com,China,,blue,4.6,Quarter Pounder,Retired,Female
Ephraim,Androli,77,eandrolimh@cbsnews.com,China,,green,4.9,Quarter Pounder,Retired,Male
Fredi,Worwood,65,fworwoodmi@cmu.edu,Argentina,2200,green,4.4,McNuggets,Retired,Female
Nerita,Winstone,32,nwinstonemj@gov.uk,China,,green,4.0,Quarter Pounder,Retired,Female
Tate,Hawtry,51,thawtrymk@domainmarket.com,Greece,,red,2.3,Big Mac,Retired,Male
Marlon,Aguirrezabala,74,maguirrezabalaml@blogs.com,France,01154 CEDEX,blue,1.5,Quarter Pounder,Retired,Male
Aurthur,Alekhov,23,aalekhovmm@newyorker.com,Greece,,blue,3.8,Quarter Pounder,Full-time,Male
Miriam,Fleckness,56,mflecknessmn@java.com,Indonesia,,red,4.0,Quarter Pounder,Full-time,Female
Freddi,Filipovic,42,ffilipovicmo@slashdot.org,Sweden,651 01,green,4.2,Quarter Pounder,Student,Female
Mufi,Trewin,68,mtrewinmp@sitemeter.com,Egypt,,green,4.3,Big Mac,Part-time,Female
Ddene,Jopling,63,djoplingmq@theguardian.com,Philippines,2417,blue,4.9,Big Mac,Part-time,Female
Nelli,Henrion,44,nhenrionmr@msn.com,Indonesia,,red,6.0,Quarter Pounder,Student,Female
Any,Goozee,28,agoozeems@yandex.ru,Indonesia,,blue,4.3,Quarter Pounder,Full-time,Male
Augustine,Opie,51,aopiemt@utexas.edu,Luxembourg,L-8453,blue,5.3,McNuggets,Part-time,Female
Marabel,Matitiaho,39,mmatitiahomu@mail.ru,Russia,403003,red,6.3,Big Mac,Full-time,Female
Joane,Onians,24,joniansmv@soup.io,Russia,659702,blue,2.1,McNuggets,Part-time,Female
Stevena,Pattison,75,spattisonmw@admin.ch,China,,red,2.1,Quarter Pounder,Part-time,Female
Fabian,Johnsson,40,fjohnssonmx@google.it,Sweden,267 35,red,1.6,Quarter Pounder,Retired,Male
Mata,Fassmann,42,mfassmannmy@sbwire.com,East Timor,,blue,1.6,Quarter Pounder,Student,Male
Stinky,Tring,75,stringmz@adobe.com,Czech Republic,742 65,red,6.8,Quarter Pounder,Full-time,Male
Germain,MacNess,69,gmacnessn0@fda.gov,China,,blue,4.0,Quarter Pounder,Student,Male
Joelie,Romain,61,jromainn1@blogtalkradio.com,Mali,,red,1.9,Quarter Pounder,Full-time,Female
Jacqueline,Bremner,81,jbremnern2@salon.com,Indonesia,,blue,1.8,Quarter Pounder,Full-time,Female
Dianna,Garrad,67,dgarradn3@merriam-webster.com,China,,blue,5.3,McNuggets,Student,Female
Der,Laxson,49,dlaxsonn4@etsy.com,China,,green,2.6,McNuggets,Student,Male
Nikolas,Olivetta,19,nolivettan5@booking.com,Central African Republic,,green,2.1,McNuggets,Retired,Male
Ami,Lilliman,76,alillimann6@google.it,China,,green,0.5,Big Mac,Retired,Female
Chrisse,MacAree,57,cmacareen7@about.me,Indonesia,,green,4.6,McNuggets,Part-time,Male
Raphael,Girodias,62,rgirodiasn8@java.com,Japan,981-4121,red,3.5,Big Mac,Part-time,Male
Eudora,Rodgers,41,erodgersn9@nydailynews.com,Poland,78-314,red,5.3,Quarter Pounder,Part-time,Female
Leeann,Muldowney,82,lmuldowneyna@example.com,Netherlands,2604,green,1.1,McNuggets,Part-time,Female
Arel,Gooden,82,agoodennb@omniture.com,France,33070 CEDEX,green,3.0,Quarter Pounder,Student,Male
Ardys,Gimblett,53,agimblettnc@tinypic.com,China,,red,5.4,Quarter Pounder,Student,Female
Alyce,Flowerdew,18,aflowerdewnd@umich.edu,Philippines,5040,red,1.5,Quarter Pounder,Full-time,Female
Lani,Comerford,35,lcomerfordne@intel.com,Russia,171275,red,1.6,Quarter Pounder,Retired,Female
Ansell,Loomes,81,aloomesnf@rakuten.co.jp,China,,blue,1.7,Big Mac,Student,Male
Jojo,Switzer,41,jswitzerng@angelfire.com,China,,red,3.8,McNuggets,Student,Female
Fairlie,Shoemark,37,fshoemarknh@cnet.com,Sudan,,green,2.6,Big Mac,Full-time,Male
Simonne,Deathridge,73,sdeathridgeni@webeden.co.uk,China,,green,3.7,Big Mac,Student,Female
Arin,Bembrick,80,abembricknj@sphinn.com,Indonesia,,red,3.7,McNuggets,Retired,Male
Stefa,Gribbell,37,sgribbellnk@printfriendly.com,Canada,J6W,blue,4.7,Big Mac,Part-time,Female
Martino,Lewis,63,mlewisnl@thetimes.co.uk,France,21604 CEDEX,blue,1.4,McNuggets,Student,Male
Jaye,O'Lennachain,30,jolennachainnm@chron.com,Indonesia,,blue,5.2,Quarter Pounder,Student,Male
Leighton,McVeighty,70,lmcveightynn@uiuc.edu,Germany,22179,green,6.2,McNuggets,Retired,Male
Othilie,Ealles,67,oeallesno@state.gov,France,17209 CEDEX,blue,5.1,Big Mac,Student,Female
Aeriel,Barenskie,25,abarenskienp@japanpost.jp,China,,blue,5.1,Quarter Pounder,Student,Female
Erastus,Summerside,49,esummersidenq@alexa.com,Honduras,,blue,4.6,McNuggets,Full-time,Male
Alfy,Barfoot,62,abarfootnr@forbes.com,Philippines,3501,red,2.7,McNuggets,Part-time,Male
Libby,Venning,62,lvenningns@epa.gov,China,,blue,4.5,Big Mac,Part-time,Female
Sarah,Pettersen,18,spettersennt@soup.io,Indonesia,,green,5.8,Quarter Pounder,Student,Female
Faith,Trimble,66,ftrimblenu@cnn.com,Indonesia,,red,5.8,Quarter Pounder,Student,Female
Ermentrude,Van Arsdall,48,evanarsdallnv@google.com.br,Colombia,231008,red,3.2,Quarter Pounder,Part-time,Female
Johnathon,Bathowe,41,jbathowenw@blogtalkradio.com,Cameroon,,red,1.5,Quarter Pounder,Part-time,Male
Uriel,Walkden,66,uwalkdennx@va.gov,Tunisia,,red,3.2,Big Mac,Retired,Male
Cal,Mulqueen,27,cmulqueenny@godaddy.com,Ecuador,,blue,2.9,Big Mac,Part-time,Male
Shelden,Davidovich,43,sdavidovichnz@noaa.gov,Afghanistan,,blue,2.2,Quarter Pounder,Retired,Male
Mable,Hubbis,67,mhubbiso0@whitehouse.gov,Indonesia,,green,0.7,Quarter Pounder,Student,Female
Angela,McKague,20,amckagueo1@japanpost.jp,China,,blue,6.9,Big Mac,Part-time,Female
Meier,Kernocke,42,mkernockeo2@flickr.com,Indonesia,,green,2.7,Quarter Pounder,Student,Male
Elwin,St. Hill,41,esthillo3@slashdot.org,Egypt,,green,0.4,Quarter Pounder,Part-time,Male
Merry,Glanders,35,mglanderso4@pen.io,Belarus,,green,3.5,Big Mac,Full-time,Female
Krissy,Abbatucci,22,kabbatuccio5@pcworld.com,Thailand,64180,blue,5.2,McNuggets,Part-time,Female
Fitz,Perrett,68,fperretto6@google.com.au,France,79104 CEDEX,blue,5.8,Quarter Pounder,Full-time,Male
Edmon,Hanhart,77,ehanharto7@princeton.edu,Colombia,230029,red,6.0,Quarter Pounder,Retired,Male
Gabie,McFadzean,64,gmcfadzeano8@redcross.org,Indonesia,,blue,3.8,Quarter Pounder,Student,Female
Bernadene,Guymer,28,bguymero9@cnbc.com,Czech Republic,468 22,blue,2.0,Big Mac,Retired,Female
Tessi,Fryer,39,tfryeroa@hibu.com,China,,green,1.1,Quarter Pounder,Retired,Female
Pincus,Norgate,83,pnorgateob@unc.edu,Poland,34-116,green,3.9,Big Mac,Student,Male
Dillie,Zammett,84,dzammettoc@yellowbook.com,Chile,,blue,4.1,Big Mac,Part-time,Male
Trula,Antic,85,tanticod@dot.gov,Honduras,,green,5.6,Big Mac,Full-time,Female
Montgomery,Kleanthous,81,mkleanthousoe@phpbb.com,Panama,,green,4.2,Big Mac,Student,Male
Katha,Olivetti,23,kolivettiof@wikia.com,Malaysia,80902,green,0.0,Quarter Pounder,Part-time,Female
Sephira,Meere,74,smeereog@technorati.com,Portugal,4835-541,red,2.8,Quarter Pounder,Student,Female
Meriel,Secombe,77,msecombeoh@epa.gov,Nigeria,,blue,6.8,Big Mac,Retired,Female
Radcliffe,Kilpatrick,53,rkilpatrickoi@oracle.com,Indonesia,,red,0.3,Quarter Pounder,Part-time,Male
Julie,Amaya,79,jamayaoj@multiply.com,China,,green,7.0,Big Mac,Part-time,Female
Vachel,Brennenstuhl,34,vbrennenstuhlok@netvibes.com,Burkina Faso,,blue,6.1,Quarter Pounder,Retired,Male
Haven,Falcus,43,hfalcusol@cornell.edu,Argentina,5941,red,4.2,Quarter Pounder,Part-time,Male
Lishe,Weedon,73,lweedonom@stumbleupon.com,Czech Republic,763 02,red,4.7,Quarter Pounder,Student,Female
Norri,Skitral,44,nskitralon@bbb.org,Indonesia,,green,0.6,McNuggets,Full-time,Female
Leeanne,Jerke,67,ljerkeoo@ucla.edu,Indonesia,,green,3.6,McNuggets,Retired,Female
Nessi,Pinkett,25,npinkettop@mtv.com,China,,blue,6.4,Big Mac,Student,Female
Rory,Early,81,rearlyoq@51.la,Israel,,red,5.6,Big Mac,Retired,Male
Loreen,Capner,36,lcapneror@vinaora.com,Zimbabwe,,red,6.5,Big Mac,Full-time,Female
Ricard,Rollinshaw,74,rrollinshawos@typepad.com,China,,blue,3.0,Big Mac,Full-time,Male
Faydra,Oliver-Paull,31,foliverpaullot@myspace.com,China,,red,1.6,Quarter Pounder,Retired,Female
Britta,Pickervance,70,bpickervanceou@hud.gov,France,34940 CEDEX 9,red,5.7,Quarter Pounder,Student,Female
Buck,Wife,52,bwifeov@biblegateway.com,France,69624 CEDEX,green,0.5,McNuggets,Full-time,Male
Anni,Howling,77,ahowlingow@taobao.com,Albania,,green,0.6,McNuggets,Part-time,Female
Karil,Laydel,59,klaydelox@redcross.org,China,,red,1.9,Quarter Pounder,Student,Female
Mable,Clague,20,mclagueoy@123-reg.co.uk,Philippines,6817,red,6.7,Quarter Pounder,Part-time,Female
Dorine,Lundy,79,dlundyoz@blogspot.com,China,,blue,6.6,McNuggets,Full-time,Female
Ronnie,Meiklejohn,75,rmeiklejohnp0@smugmug.com,Greece,,green,0.7,McNuggets,Retired,Male
Alexei,Gallaway,33,agallawayp1@livejournal.com,Mexico,45147,green,0.3,McNuggets,Full-time,Male
Shawn,Feldhammer,61,sfeldhammerp2@examiner.com,Yemen,,green,0.7,Quarter Pounder,Full-time,Male
Florri,Eckels,38,feckelsp3@google.co.jp,Russia,461949,blue,3.8,Big Mac,Student,Female
Ailis,Ogan,37,aoganp4@unblog.fr,Indonesia,,red,2.1,McNuggets,Full-time,Female
Daron,Salle,42,dsallep5@dion.ne.jp,New Caledonia,98839,red,3.4,McNuggets,Retired,Female
Tanney,Drinnan,45,tdrinnanp6@photobucket.com,Portugal,2120-185,green,1.7,Quarter Pounder,Part-time,Male
Babbie,Cory,23,bcoryp7@facebook.com,Latvia,,green,6.1,McNuggets,Retired,Female
Deidre,Rupert,67,drupertp8@hud.gov,Kazakhstan,,red,1.0,Quarter Pounder,Full-time,Female
Enid,Abbay,39,eabbayp9@accuweather.com,China,,blue,2.9,Big Mac,Part-time,Female
Dru,Roj,34,drojpa@flavors.me,Philippines,9800,green,4.7,Big Mac,Part-time,Male
Rickie,Capitano,82,rcapitanopb@hud.gov,Nigeria,,red,3.0,Big Mac,Student,Female
Leigh,Grimbaldeston,84,lgrimbaldestonpc@trellian.com,Russia,453550,blue,1.7,McNuggets,Retired,Male
Felicle,de Chastelain,75,fdechastelainpd@cisco.com,Spain,37005,green,2.4,McNuggets,Student,Female
Lorilyn,Farnsworth,76,lfarnsworthpe@admin.ch,Philippines,4311,blue,4.0,Quarter Pounder,Full-time,Female
Mab,Ellaway,40,mellawaypf@slashdot.org,China,,red,2.5,Big Mac,Part-time,Female
Yule,Buckberry,55,ybuckberrypg@chicagotribune.com,Vietnam,,red,3.4,Big Mac,Part-time,Male
Lea,Epsly,54,lepslyph@twitter.com,Sweden,792 27,green,2.9,McNuggets,Part-time,Female
Danell,Poleye,58,dpoleyepi@wufoo.com,Tanzania,,red,1.0,Big Mac,Retired,Female
Guglielmo,MacRinn,36,gmacrinnpj@nyu.edu,Cameroon,,green,6.5,Big Mac,Retired,Male
Kelwin,Argente,44,kargentepk@house.gov,Philippines,3711,green,6.5,Big Mac,Student,Male
Flinn,Gerardi,21,fgerardipl@rediff.com,China,,blue,2.6,Quarter Pounder,Student,Male
Chaunce,Pettisall,26,cpettisallpm@cdc.gov,Indonesia,,blue,2.0,McNuggets,Part-time,Male
Oren,Winwright,51,owinwrightpn@blogger.com,Croatia,44320,green,1.7,Quarter Pounder,Part-time,Male
Ade,Dumbelton,60,adumbeltonpo@tinypic.com,Micronesia,,blue,3.3,Quarter Pounder,Student,Male
Alexina,Curnok,63,acurnokpp@smugmug.com,Czech Republic,391 33,red,5.8,Quarter Pounder,Full-time,Female
Jerrold,Bretherton,51,jbrethertonpq@free.fr,Philippines,5307,red,4.2,Big Mac,Part-time,Male
Bertie,Creedland,72,bcreedlandpr@myspace.com,Afghanistan,,blue,5.7,Quarter Pounder,Full-time,Female
Tulley,Seatter,76,tseatterps@unc.edu,Cyprus,,blue,4.1,McNuggets,Part-time,Male
Nancee,Sheward,65,nshewardpt@addtoany.com,Thailand,30430,blue,1.0,Quarter Pounder,Full-time,Female
Emmalynne,Wilsey,73,ewilseypu@usda.gov,Libya,,red,0.8,McNuggets,Retired,Female
Fons,Bownd,20,fbowndpv@hud.gov,Brazil,77895-000,green,0.0,Big Mac,Part-time,Male
Sharity,Keuntje,72,skeuntjepw@icio.us,Iran,,red,5.9,Big Mac,Full-time,Female
Phylys,Ancell,66,pancellpx@is.gd,Philippines,8427,green,5.0,Quarter Pounder,Part-time,Female
Holly,Maysor,18,hmaysorpy@gnu.org,Vietnam,,red,5.5,McNuggets,Retired,Female
Suzie,Drohun,42,sdrohunpz@1und1.de,Lithuania,59001,blue,4.3,Quarter Pounder,Student,Female
Ash,Bratton,38,abrattonq0@go.com,Vietnam,,green,1.9,McNuggets,Student,Male
Inglebert,Biswell,30,ibiswellq1@usa.gov,Bulgaria,9960,red,0.4,Big Mac,Retired,Male
Evelyn,Tanzer,80,etanzerq2@digg.com,Czech Republic,271 01,blue,3.8,Big Mac,Retired,Male
Lauren,Halsho,23,lhalshoq3@wordpress.org,China,,green,6.8,Big Mac,Student,Male
Ephraim,Tipping,80,etippingq4@pinterest.com,Ghana,,red,3.4,Quarter Pounder,Student,Male
Genevieve,Zanioletti,30,gzaniolettiq5@reverbnation.com,China,,green,5.7,Big Mac,Retired,Female
Sheela,Fetherby,19,sfetherbyq6@gizmodo.com,Paraguay,,green,6.2,McNuggets,Retired,Female
Yehudit,Gothliff,64,ygothliffq7@addthis.com,Russia,175323,blue,4.1,Big Mac,Part-time,Male
Tonya,Brimmacombe,38,tbrimmacombeq8@reference.com,Peru,,green,1.6,McNuggets,Retired,Female
Ransell,Eannetta,30,reannettaq9@nbcnews.com,China,,red,4.8,McNuggets,Student,Male
Christean,Ruske,67,cruskeqa@comsenz.com,Myanmar,,green,2.8,McNuggets,Retired,Female
Calhoun,Matejovsky,73,cmatejovskyqb@reverbnation.com,Sweden,168 74,green,4.7,Big Mac,Part-time,Male
Milzie,Mence,82,mmenceqc@multiply.com,Poland,27-415,green,3.7,Big Mac,Student,Female
Tonnie,Royle,44,troyleqd@sphinn.com,Indonesia,,red,4.6,Quarter Pounder,Part-time,Male
Dorolisa,Collingdon,22,dcollingdonqe@simplemachines.org,Portugal,7430-315,green,6.8,Big Mac,Student,Female
Frankie,Kinnen,42,fkinnenqf@zimbio.com,Norway,1252,blue,1.3,Quarter Pounder,Full-time,Female
Lia,Barbier,55,lbarbierqg@infoseek.co.jp,Philippines,8421,blue,6.7,Quarter Pounder,Retired,Female
Gael,Bartosik,20,gbartosikqh@sun.com,Japan,950-3341,green,0.8,Big Mac,Retired,Male
Barby,Cunningham,41,bcunninghamqi@unicef.org,Mongolia,,green,2.3,McNuggets,Student,Female
Hadrian,Wetherell,36,hwetherellqj@qq.com,Burkina Faso,,green,4.2,Big Mac,Part-time,Male
Roselia,Hackett,27,rhackettqk@fastcompany.com,Czech Republic,783 56,red,5.6,Quarter Pounder,Part-time,Female
Jerrold,Skellington,31,jskellingtonql@cloudflare.com,China,,red,0.3,Big Mac,Full-time,Male
Appolonia,Thornewill,74,athornewillqm@acquirethisname.com,Philippines,6538,red,6.8,Big Mac,Student,Female
Mufinella,Boyne,57,mboyneqn@163.com,China,,blue,1.5,Quarter Pounder,Part-time,Female
Chickie,Featherstone,54,cfeatherstoneqo@lulu.com,Canada,G5J,red,5.7,Big Mac,Retired,Female
Claudine,Gauson,44,cgausonqp@chicagotribune.com,Philippines,8112,red,3.0,McNuggets,Student,Female
Jordain,Extill,66,jextillqq@theguardian.com,Slovenia,2341,blue,4.4,Quarter Pounder,Retired,Female
Cyndi,Cartwright,85,ccartwrightqr@apache.org,Portugal,4580-634,red,5.6,McNuggets,Retired,Female
Boniface,Wilcocks,56,bwilcocksqs@ustream.tv,Vietnam,,blue,5.5,McNuggets,Retired,Male
Benyamin,Jurick,74,bjurickqt@loc.gov,Poland,02-983,blue,0.1,Big Mac,Part-time,Male
Arnuad,Ghost,62,aghostqu@ucoz.ru,Canada,J0J,green,3.4,Quarter Pounder,Full-time,Male
Clarette,Teaze,54,cteazeqv@tinypic.com,China,,blue,3.6,Big Mac,Part-time,Female
Howard,Lambin,36,hlambinqw@springer.com,China,,red,0.4,Big Mac,Full-time,Male
Guilbert,Athowe,81,gathoweqx@ebay.co.uk,China,,blue,6.4,Quarter Pounder,Part-time,Male
Adiana,Blanche,40,ablancheqy@ow.ly,Czech Republic,671 53,green,6.3,McNuggets,Full-time,Female
Madison,Garrick,19,mgarrickqz@tuttocitta.it,Netherlands,5204,blue,5.0,Quarter Pounder,Full-time,Male
Rowland,Thackeray,82,rthackerayr0@cloudflare.com,Peru,,blue,4.1,Quarter Pounder,Full-time,Male
Gawain,Surmeyer,37,gsurmeyerr1@scientificamerican.com,Venezuela,,green,1.0,Big Mac,Part-time,Male
Cobby,Buchanan,80,cbuchananr2@marriott.com,China,,green,6.8,Big Mac,Full-time,Male
Aubrey,Pohl,83,apohlr3@rediff.com,Poland,73-121,blue,5.9,Quarter Pounder,Part-time,Female
Nananne,Roscamp,20,nroscampr4@unc.edu,Philippines,6326,red,4.5,McNuggets,Part-time,Female
Mycah,Blaszczyk,76,mblaszczykr5@quantcast.com,Venezuela,,blue,4.6,Quarter Pounder,Retired,Male
Frans,Pigdon,63,fpigdonr6@naver.com,Egypt,,red,0.7,Big Mac,Part-time,Male
Francyne,Murch,69,fmurchr7@cdbaby.com,Tunisia,,green,5.9,Quarter Pounder,Retired,Female
Ole,Comford,63,ocomfordr8@woothemes.com,Brazil,11250-000,blue,1.3,McNuggets,Retired,Male
Tine,Blackett,46,tblackettr9@salon.com,China,,blue,3.3,McNuggets,Retired,Female
Felicio,Russell,54,frussellra@businesswire.com,Indonesia,,green,2.4,Quarter Pounder,Part-time,Male
Ermengarde,Scadding,77,escaddingrb@lulu.com,China,,blue,6.4,Quarter Pounder,Full-time,Female
Claudell,Storek,47,cstorekrc@nydailynews.com,Nigeria,,green,1.4,Quarter Pounder,Student,Male
Carlye,Benbrick,58,cbenbrickrd@google.pl,Indonesia,,blue,3.4,Quarter Pounder,Part-time,Female
Solomon,Radmore,73,sradmorere@tumblr.com,China,,green,3.3,McNuggets,Retired,Male
Kelsi,Bault,41,kbaultrf@privacy.gov.au,Russia,357838,red,3.5,McNuggets,Retired,Female
Haven,Dawtre,43,hdawtrerg@dedecms.com,Turkey,55530,red,2.2,Quarter Pounder,Part-time,Male
Bran,Swalwel,69,bswalwelrh@bigcartel.com,Indonesia,,red,5.4,Big Mac,Part-time,Male
Winfred,Westfalen,73,wwestfalenri@admin.ch,Portugal,4765-497,red,1.9,Quarter Pounder,Part-time,Male
Mercie,Dreher,42,mdreherrj@dedecms.com,Cameroon,,blue,3.8,Big Mac,Retired,Female
Ingaborg,Whife,73,iwhiferk@fema.gov,Peru,,green,1.4,Big Mac,Part-time,Female
Charmane,Kennifeck,65,ckennifeckrl@disqus.com,China,,green,3.1,Big Mac,Part-time,Female
Jorie,Yurivtsev,48,jyurivtsevrm@google.com.au,Portugal,2965-207,green,6.5,Big Mac,Retired,Female
Donovan,Jancic,57,djancicrn@tuttocitta.it,Sweden,974 23,green,4.6,Big Mac,Part-time,Male
Evanne,Weblin,23,eweblinro@google.co.jp,Japan,811-1122,red,1.4,McNuggets,Part-time,Female
Milton,Gaynes,35,mgaynesrp@hp.com,Greece,,red,4.1,Big Mac,Retired,Male
Freeman,Forsdyke,23,fforsdykerq@printfriendly.com,Syria,,green,1.5,Big Mac,Full-time,Male
Rhodia,Mistry,71,rmistryrr@sbwire.com,Poland,42-256,red,5.4,Big Mac,Retired,Female
